signal_one_side_cost,monthly_rebalance_one_side_cost,net_annual,net_max_dd,net_sharpe,net_vol,net_total_return,entry_exit_cost_sum,rebalance_cost_sum,total_cost_sum
0.0,0.0,0.5306124957652545,-0.11582671465914196,4.171274998801525,0.12720630884266992,960.9461190781622,0.0,0.0,0.0
0.0,0.001,0.5260503042415532,-0.11632178273341633,4.138282199539381,0.12711803566709545,915.7075386117136,0.0,0.04815999999999976,0.04815999999999976
0.0,0.002,0.521499833154105,-0.11681671287665893,4.105027264895772,0.12703931046054723,872.5790485601553,0.0,0.09631999999999952,0.09631999999999952
0.0,0.003,0.5169610569334198,-0.11731150508886821,4.071516438554785,0.1269701509830865,831.4630363186017,0.0,0.14447999999999928,0.14447999999999928
0.0,0.004,0.5124339500562076,-0.11780615937004556,4.037756181026843,0.12691057287314716,792.2663674655266,0.0,0.19263999999999903,0.19263999999999903
0.0,0.005,0.5079184870453071,-0.11830067572018986,4.003753163428351,0.1268605896299522,754.900182027147,0.0,0.24079999999999885,0.24079999999999885
0.001,0.0,0.5120310612000503,-0.13334319112914433,4.023004468908746,0.12727578732691303,788.863285461242,0.197,0.0,0.197
0.001,0.001,0.5075242540819429,-0.13382845134288018,3.990398222689246,0.12718636731446503,751.7174484043098,0.197,0.04815999999999976,0.24515999999999977
0.001,0.002,0.5030290251155314,-0.13431357635815566,3.957540095497693,0.12710648862100066,716.3042270465944,0.197,0.09631999999999952,0.2933199999999996
0.001,0.003,0.4985453490417382,-0.13479856617496755,3.924436260988543,0.12703616924489367,682.5434707317844,0.197,0.14447999999999928,0.3414799999999993
0.001,0.004,0.49407320064712,-0.13528342079331676,3.8910931023243838,0.12697542506808188,650.3587058833084,0.197,0.19263999999999903,0.38963999999999904
0.001,0.005,0.48961255476380816,-0.13576814021320552,3.857517206030182,0.12692426983823474,619.6769687151229,0.197,0.24079999999999885,0.43779999999999886
0.002,0.0,0.4936569315244348,-0.15052966993164604,3.873732653167569,0.12743701636734514,647.436391718258,0.394,0.0,0.394
0.002,0.001,0.4892048909124762,-0.15100530705779772,3.841525518228471,0.12734651601066918,616.9416048457565,0.394,0.04815999999999976,0.4421599999999998
0.002,0.002,0.4847642877550642,-0.15148081166657867,3.8090772596182108,0.12726554352002112,587.8692047241245,0.394,0.09631999999999952,0.49031999999999953
0.002,0.003,0.4803350971000677,-0.151956183757989,3.776393972317814,0.12719411709188155,560.1533918620643,0.394,0.14447999999999928,0.5384799999999993
0.002,0.004,0.47591729404043703,-0.15243142333202625,3.743481952839394,0.12713225281598017,533.7313854581892,0.394,0.19263999999999903,0.5866399999999992
0.002,0.005,0.47151085371414125,-0.15290653038869248,3.710347693169043,0.1270799646572797,508.5432860653106,0.394,0.24079999999999885,0.6347999999999989
0.003,0.0,0.4754879981803122,-0.16739204663226237,3.723778740761849,0.12768964841424277,531.2270387248814,0.5910000000000001,0.0,0.5910000000000001
0.003,0.001,0.47109011245989363,-0.16785824214272854,3.6919827130065155,0.12759813603684722,506.19736685423055,0.5910000000000001,0.04815999999999976,0.6391599999999997
0.003,0.002,0.4667035250681315,-0.16832430776635302,3.6599567451268715,0.12751613135579648,482.3351690766504,0.5910000000000001,0.09631999999999952,0.6873199999999995
0.003,0.003,0.46232821135641466,-0.1687902435031368,3.6277068451247776,0.1274436527245113,459.58643813892695,0.5910000000000001,0.14447999999999928,0.7354799999999994
0.003,0.004,0.45796414672066366,-0.1692560493530799,3.5952392139885245,0.1273807164037362,437.89964448405044,0.5910000000000001,0.19263999999999903,0.7836399999999991
0.003,0.005,0.4536113066012708,-0.16972172531618368,3.562560239737876,0.12732733654340855,417.22562352810274,0.5910000000000001,0.24079999999999885,0.8317999999999988
0.004,0.0,0.4575221719746947,-0.18393611722202724,3.573466708522052,0.1280331424058295,435.7575451369826,0.788,0.0,0.788
0.004,0.001,0.45317783575831916,-0.1843930493434008,3.542093167415579,0.12794068770612596,415.217630314162,0.788,0.04815999999999976,0.8361599999999997
0.004,0.002,0.4488446602999743,-0.18484985415880748,3.510501216183468,0.12785771394432027,395.63577113639917,0.788,0.09631999999999952,0.8843199999999996
0.004,0.003,0.4445226212511737,-0.1853065316682485,3.4786967679313543,0.12778423958910165,376.96764803024246,0.788,0.14447999999999928,0.9324799999999993
0.004,0.004,0.4402116943074228,-0.1857630818717244,3.4466859197364053,0.1277202810348003,359.17097467578907,0.788,0.19263999999999903,0.9806399999999991
0.004,0.005,0.4359118552081547,-0.18621950476923405,3.41447494680722,0.1276658525832101,342.2054055035348,0.788,0.24079999999999885,1.0287999999999988
0.005,0.0,0.43975738292100663,-0.20016757970181986,3.4231216727483464,0.1284667695051387,357.3419508845569,0.9850000000000001,0.0,0.9850000000000001
0.005,0.001,0.4354659969910466,-0.20061542347025818,3.3921813304487367,0.12837344309463572,340.4897791692338,0.9850000000000001,0.04815999999999976,1.0331599999999996
0.005,0.002,0.43118563578790137,-0.20106314246483903,3.3610343730002157,0.1282895644423312,324.42365347126565,0.9850000000000001,0.09631999999999952,1.0813199999999996
0.005,0.003,0.42691627525985343,-0.20151073668556202,3.329686611131888,0.12821515209046302,309.10721136809616,0.9850000000000001,0.14447999999999928,1.1294799999999992
0.005,0.004,0.4226578913986392,-0.20195820613242718,3.2981440301601244,0.12815022252928088,294.50575863969425,0.9850000000000001,0.19263999999999903,1.177639999999999
0.005,0.005,0.41841046023938944,-0.20240555080543568,3.2664127842752966,0.12809479017889044,280.5861933734671,0.9850000000000001,0.24079999999999885,1.225799999999999
